"","term","Total"
"27004","girls go to the",5
"27005","girls just wanna have",5
"27006","girls night out with",5
"27007","give a crap about",5
"27008","give a nigga a",5
"27009","give a rats ass",5
"27010","give back to the",5
"27011","give for you up",5
"27012","give in to the",5
"27013","give it away for",5
"27014","give it to them",5
"27015","give it to u",5
"27016","give me a hug",5
"27017","give me a ring",5
"27018","give me an a",5
"27019","give me your best",5
"27020","give my love to",5
"27021","give the ball to",5
"27022","give the people what",5
"27023","give the rest of",5
"27024","give them a call",5
"27025","give them a chance",5
"27026","give up everything for",5
"27027","give up the good",5
"27028","give us a ring",5
"27029","give without remembering and",5
"27030","give you all a",5
"27031","give you great insight",5
"27032","give you guys a",5
"27033","given the chance to",5
"27034","gives you an amazing",5
"27035","gives you something to",5
"27036","gives you what you",5
"27037","giving a fck about",5
"27038","giving a shout out",5
"27039","giving up for lent",5
"27040","giving up on the",5
"27041","giving up the most",5
"27042","glad i decided not",5
"27043","glad i didnt have",5
"27044","glad i dont live",5
"27045","glad i finally got",5
"27046","glad i got my",5
"27047","glad i had the",5
"27048","glad i was able",5
"27049","glad im not watching",5
"27050","glad to be apart",5
"27051","glad to be heading",5
"27052","glad to be in",5
"27053","glad to have him",5
"27054","glad to help you",5
"27055","glad to know youre",5
"27056","glad to see him",5
"27057","glad to see someone",5
"27058","glad to see them",5
"27059","glad to see there",5
"27060","glad u enjoyed rt",5
"27061","glad u found me",5
"27062","glad were on the",5
"27063","glad ya like it",5
"27064","glad you are back",5
"27065","glad you enjoyed them",5
"27066","glad you love the",5
"27067","glad you will be",5
"27068","glad youre liking it",5
"27069","glass is half full",5
"27070","glass of house wine",5
"27071","glass of water and",5
"27072","glass of wine on",5
"27073","glass sometimes its better",5
"27074","glutenfree menu items all",5
"27075","gmail is down for",5
"27076","go ahead and follow",5
"27077","go ahead and make",5
"27078","go ahead and put",5
"27079","go and get it",5
"27080","go away come back",5
"27081","go away i have",5
"27082","go back and get",5
"27083","go back and make",5
"27084","go back and watch",5
"27085","go back to it",5
"27086","go back to new",5
"27087","go back to normal",5
"27088","go back to ny",5
"27089","go buy a new",5
"27090","go buy me a",5
"27091","go construction on belle",5
"27092","go down so i",5
"27093","go down the drain",5
"27094","go down to the",5
"27095","go down with the",5
"27096","go easy on the",5
"27097","go follow she follow",5
"27098","go for a drive",5
"27099","go for a hike",5
"27100","go get a life",5
"27101","go get me some",5
"27102","go girl with your",5
"27103","go hang out with",5
"27104","go head and do",5
"27105","go insane go insane",5
"27106","go insane throw some",5
"27107","go listen to it",5
"27108","go no matter what",5
"27109","go of the past",5
"27110","go of the wrong",5
"27111","go on a trip",5
"27112","go on a tweeting",5
"27113","go on a vacation",5
"27114","go on tour anytime",5
"27115","go out and party",5
"27116","go out for a",5
"27117","go outside and enjoy",5
"27118","go pack go rt",5
"27119","go read a book",5
"27120","go red for women",5
"27121","go right back to",5
"27122","go see harry potter",5
"27123","go see hunger games",5
"27124","go see the hunger",5
"27125","go shopping with me",5
"27126","go through with this",5
"27127","go to a park",5
"27128","go to a restaurant",5
"27129","go to an amusement",5
"27130","go to bed already",5
"27131","go to bed in",5
"27132","go to bed my",5
"27133","go to bed with",5
"27134","go to burger king",5
"27135","go to college but",5
"27136","go to google and",5
"27137","go to grab somebody",5
"27138","go to hell and",5
"27139","go to high school",5
"27140","go to la fitness",5
"27141","go to my friends",5
"27142","go to my house",5
"27143","go to my moms",5
"27144","go to my room",5
"27145","go to my school",5
"27146","go to my website",5
"27147","go to school in",5
"27148","go to sleep before",5
"27149","go to sleep in",5
"27150","go to sleep on",5
"27151","go to sleep you",5
"27152","go to the bank",5
"27153","go to the brewers",5
"27154","go to the fb",5
"27155","go to the library",5
"27156","go to the men",5
"27157","go to work at",5
"27158","go to work lol",5
"27159","go to work tomorrow",5
"27160","go to your concert",5
"27161","go up in smoke",5
"27162","go west book fest",5
"27163","go where a prayer",5
"27164","go where the love",5
"27165","go wrong with that",5
"27166","goal in life is",5
"27167","goal is not to",5
"27168","goal is that you",5
"27169","goal is to help",5
"27170","goal is to make",5
"27171","goals and accomplishment jim",5
"27172","god bless you too",5
"27173","god blesses me in",5
"27174","god for giving me",5
"27175","god gave me u",5
"27176","god i cant even",5
"27177","god i hope i",5
"27178","god i love the",5
"27179","god is always on",5
"27180","god is good and",5
"27181","god is great beer",5
"27182","god is so amazing",5
"27183","god is trying to",5
"27184","god is up to",5
"27185","god is with us",5
"27186","god knows were worth",5
"27187","god please dont let",5
"27188","god thank you for",5
"27189","god that i dont",5
"27190","god today was awesome",5
"27191","god wanted us to",5
"27192","god wants us to",5
"27193","god will give you",5
"27194","gods way of saying",5
"27195","goes better than the",5
"27196","goes down the stars",5
"27197","goes on and on",5
"27198","goes out to you",5
"27199","goes to for being",5
"27200","goes to show how",5
"27201","goes to show you",5
"27202","goin back to bed",5
"27203","going all out for",5
"27204","going back to work",5
"27205","going down the drain",5
"27206","going down to the",5
"27207","going down without a",5
"27208","going for the sweep",5
"27209","going home to my",5
"27210","going in the right",5
"27211","going in the wrong",5
"27212","going into my body",5
"27213","going into the th",5
"27214","going on a date",5
"27215","going on in this",5
"27216","going on on about",5
"27217","going on out there",5
"27218","going on this week",5
"27219","going on with this",5
"27220","going out like this",5
"27221","going out of business",5
"27222","going out this week",5
"27223","going out with a",5
"27224","going the same way",5
"27225","going through the motions",5
"27226","going to act like",5
"27227","going to ask if",5
"27228","going to be alright",5
"27229","going to be announced",5
"27230","going to be available",5
"27231","going to be honest",5
"27232","going to be making",5
"27233","going to be off",5
"27234","going to be painful",5
"27235","going to be posting",5
"27236","going to be released",5
"27237","going to be right",5
"27238","going to be seeing",5
"27239","going to be sore",5
"27240","going to be tweeting",5
"27241","going to be warm",5
"27242","going to be wild",5
"27243","going to beat the",5
"27244","going to bed this",5
"27245","going to central park",5
"27246","going to check it",5
"27247","going to class this",5
"27248","going to continue to",5
"27249","going to dm you",5
"27250","going to do is",5
"27251","going to do just",5
"27252","going to do laundry",5
"27253","going to eat a",5
"27254","going to eat some",5
"27255","going to find it",5
"27256","going to find the",5
"27257","going to get paid",5
"27258","going to get ready",5
"27259","going to get this",5
"27260","going to get up",5
"27261","going to go ahead",5
"27262","going to go and",5
"27263","going to go but",5
"27264","going to go celebrate",5
"27265","going to go now",5
"27266","going to go play",5
"27267","going to happen in",5
"27268","going to happen some",5
"27269","going to hate me",5
"27270","going to have the",5
"27271","going to help the",5
"27272","going to keep it",5
"27273","going to kill it",5
"27274","going to know what",5
"27275","going to leave this",5
"27276","going to lie to",5
"27277","going to post it",5
"27278","going to pretend like",5
"27279","going to pull it",5
"27280","going to release a",5
"27281","going to rock it",5
"27282","going to school for",5
"27283","going to see and",5
"27284","going to see her",5
"27285","going to see him",5
"27286","going to see some",5
"27287","going to see this",5
"27288","going to see u",5
"27289","going to show you",5
"27290","going to sleep in",5
"27291","going to start calling",5
"27292","going to start making",5
"27293","going to start using",5
"27294","going to stay up",5
"27295","going to stop there",5
"27296","going to take this",5
"27297","going to the chicago",5
"27298","going to the grocery",5
"27299","going to the hospital",5
"27300","going to the lake",5
"27301","going to the office",5
"27302","going to the show",5
"27303","going to try the",5
"27304","going to tweet out",5
"27305","going to use this",5
"27306","going to wake up",5
"27307","going to watch my",5
"27308","going to wear a",5
"27309","gone for a minute",5
"27310","gonna be a beautiful",5
"27311","gonna be a crazy",5
"27312","gonna be an amazing",5
"27313","gonna be in a",5
"27314","gonna be in trouble",5
"27315","gonna be off the",5
"27316","gonna be one hell",5
"27317","gonna be pissed if",5
"27318","gonna be so fun",5
"27319","gonna be so mad",5
"27320","gonna catch up on",5
"27321","gonna do it big",5
"27322","gonna end up being",5
"27323","gonna fly with me",5
"27324","gonna fuck with my",5
"27325","gonna go cry now",5
"27326","gonna go get my",5
"27327","gonna go on tour",5
"27328","gonna hate me tomorrow",5
"27329","gonna have some fun",5
"27330","gonna love me for",5
"27331","gonna make a new",5
"27332","gonna make me cry",5
"27333","gonna miss you so",5
"27334","gonna take a break",5
"27335","gonna take me a",5
"27336","gonna teach me how",5
"27337","gonna try to go",5
"27338","gonna watch a movie",5
"27339","good and the bad",5
"27340","good but i dont",5
"27341","good but im not",5
"27342","good day for the",5
"27343","good day with my",5
"27344","good did you get",5
"27345","good do you have",5
"27346","good enough reason for",5
"27347","good enough to get",5
"27348","good enough to govern",5
"27349","good fam thanks for",5
"27350","good for the summer",5
"27351","good for you and",5
"27352","good friend to me",5
"27353","good getting ready to",5
"27354","good glad to see",5
"27355","good hope all is",5
"27356","good idea for a",5
"27357","good idea to have",5
"27358","good im excited to",5
"27359","good im trying to",5
"27360","good its wonderful if",5
"27361","good job last night",5
"27362","good luck at state",5
"27363","good luck i love",5
"27364","good luck to me",5
"27365","good luck tonight go",5
"27366","good luck wishes today",5
"27367","good luck you can",5
"27368","good morning and good",5
"27369","good morning did you",5
"27370","good morning everybody have",5
"27371","good morning getting ready",5
"27372","good morning happy sunday",5
"27373","good morning i just",5
"27374","good morning it is",5
"27375","good morning its friday",5
"27376","good morning my dear",5
"27377","good morning new york",5
"27378","good morning san diego",5
"27379","good morning time to",5
"27380","good morning twitter fam",5
"27381","good morning young world",5
"27382","good news for the",5
"27383","good old days when",5
"27384","good or a bad",5
"27385","good position to kiss",5
"27386","good seeing you last",5
"27387","good so glad to",5
"27388","good thank you how",5
"27389","good thing for me",5
"27390","good thing i had",5
"27391","good thing im not",5
"27392","good thing to keep",5
"27393","good thing we have",5
"27394","good thing you dont",5
"27395","good things must come",5
"27396","good things will come",5
"27397","good thoughts to the",5
"27398","good time come back",5
"27399","good time for me",5
"27400","good time to be",5
"27401","good time was had",5
"27402","good time with my",5
"27403","good to c u",5
"27404","good to get back",5
"27405","good to have some",5
"27406","good to know ill",5
"27407","good to know we",5
"27408","good to me so",5
"27409","good to see my",5
"27410","good to see your",5
"27411","good use of the",5
"27412","good way to do",5
"27413","good week so far",5
"27414","good weekend so far",5
"27415","good work at the",5
"27416","good year for the",5
"27417","goodie bags too along",5
"27418","goodnight everyone sweet dreams",5
"27419","google and type in",5
"27420","gorgeous and i love",5
"27421","gorgeous please follow me",5
"27422","got a big butt",5
"27423","got a brand new",5
"27424","got a busy day",5
"27425","got a gift card",5
"27426","got a job interview",5
"27427","got a letter from",5
"27428","got a new pair",5
"27429","got a new song",5
"27430","got a new track",5
"27431","got a press release",5
"27432","got a smart phone",5
"27433","got an invite to",5
"27434","got asked to prom",5
"27435","got back from my",5
"27436","got bit by a",5
"27437","got bored so i",5
"27438","got broken things where",5
"27439","got chased by a",5
"27440","got done running miles",5
"27441","got drafted in the",5
"27442","got hacked again i",5
"27443","got in a fight",5
"27444","got in the house",5
"27445","got in this one",5
"27446","got it for the",5
"27447","got it thank you",5
"27448","got locked out of",5
"27449","got lots to do",5
"27450","got love for you",5
"27451","got married i had",5
"27452","got me addicted to",5
"27453","got me going crazy",5
"27454","got me in tears",5
"27455","got most of my",5
"27456","got my belly button",5
"27457","got my hair cut",5
"27458","got my hair did",5
"27459","got my subcultures confused",5
"27460","got no ass bitch",5
"27461","got nothin on you",5
"27462","got off the bus",5
"27463","got on the bus",5
"27464","got one right here",5
"27465","got out of her",5
"27466","got out of there",5
"27467","got out of work",5
"27468","got picked up by",5
"27469","got pulled over in",5
"27470","got rid of the",5
"27471","got shot in the",5
"27472","got some good news",5
"27473","got some love from",5
"27474","got some really good",5
"27475","got some work done",5
"27476","got some work to",5
"27477","got stuck in a",5
"27478","got stuck in my",5
"27479","got stuck in traffic",5
"27480","got that smile that",5
"27481","got the right number",5
"27482","got this drank in",5
"27483","got to be there",5
"27484","got to get my",5
"27485","got to hear it",5
"27486","got to see and",5
"27487","got to see your",5
"27488","got to watch it",5
"27489","got to work on",5
"27490","got until its gone",5
"27491","got up at am",5
"27492","got what it takes",5
"27493","got your email ill",5
"27494","gotta be so mean",5
"27495","gotta come out to",5
"27496","gotta come up with",5
"27497","gotta get it together",5
"27498","gotta get you to",5
"27499","gotta go to sleep",5
"27500","gotta hand it to",5
"27501","grab a beer soon",5
"27502","grab somebody sexy and",5
"27503","grab the bull by",5
"27504","grandmother from new jersey",5
"27505","grateful for the opportunities",5
"27506","grateful to have been",5
"27507","great beer is good",5
"27508","great believer in luck",5
"27509","great day and weekend",5
"27510","great day as well",5
"27511","great day with the",5
"27512","great deal on a",5
"27513","great event keep me",5
"27514","great game last night",5
"27515","great guy thanks for",5
"27516","great hanging out with",5
"27517","great i love the",5
"27518","great insight into what",5
"27519","great just let us",5
"27520","great labor day weekend",5
"27521","great meeting with this",5
"27522","great meeting you as",5
"27523","great meeting you the",5
"27524","great memorial day weekend",5
"27525","great minds discuss ideas",5
"27526","great morning for a",5
"27527","great music follow us",5
"27528","great music is out",5
"27529","great night for a",5
"27530","great now i have",5
"27531","great open house tonight",5
"27532","great place to sell",5
"27533","great place to start",5
"27534","great prices on butler",5
"27535","great read so far",5
"27536","great seeing you as",5
"27537","great set last night",5
"27538","great story thanks for",5
"27539","great stuff going on",5
"27540","great talents make great",5
"27541","great talking with you",5
"27542","great thing about the",5
"27543","great things are coming",5
"27544","great things are happening",5
"27545","great time as usual",5
"27546","great time speaking to",5
"27547","great to be able",5
"27548","great to be with",5
"27549","great to hang out",5
"27550","great to have some",5
"27551","great to hear thank",5
"27552","great to meet a",5
"27553","great to meet everyone",5
"27554","great to see that",5
"27555","great way to relax",5
"27556","great way to wrap",5
"27557","great week take care",5
"27558","great weekend with the",5
"27559","great work being done",5
"27560","great working with you",5
"27561","great would love to",5
"27562","greatest music festivals is",5
"27563","greatest thing in the",5
"27564","greatest weakness lies in",5
"27565","greatest weakness of most",5
"27566","green chile cheese burger",5
"27567","greg davis for a",5
"27568","grew up in a",5
"27569","grew up with that",5
"27570","grilled onions fries welldone",5
"27571","grin and bear it",5
"27572","group of people in",5
"27573","grow up and get",5
"27574","grow up i wanna",5
"27575","grow up we only",5
"27576","grt clearedjobfair customers u",5
"27577","guard in the nba",5
"27578","guess i havent been",5
"27579","guess i still have",5
"27580","guess ill just watch",5
"27581","guess ill see you",5
"27582","guess it could be",5
"27583","guess its nap time",5
"27584","guess that is the",5
"27585","guess that means i",5
"27586","guess we have to",5
"27587","guess what i got",5
"27588","guess what i just",5
"27589","guess who just got",5
"27590","guess you can call",5
"27591","guesses as to how",5
"27592","guide you to your",5
"27593","gum dental pics and",5
"27594","guns dont kill people",5
"27595","guy in the world",5
"27596","guy is flipping out",5
"27597","guy thanks for the",5
"27598","guy who came up",5
"27599","guys are awesome i",5
"27600","guys are gonna love",5
"27601","guys are so cute",5
"27602","guys are the most",5
"27603","guys for the ff",5
"27604","guys i hope you",5
"27605","guys im going to",5
"27606","guys keep up the",5
"27607","guys know how to",5
"27608","guys need to be",5
"27609","guys no shirt no",5
"27610","h jackson brown jr",5
"27611","ha i knew it",5
"27612","hacked again i follow",5
"27613","had a blast doing",5
"27614","had a blast in",5
"27615","had a blast this",5
"27616","had a blast tonight",5
"27617","had a dream with",5
"27618","had a fantastic day",5
"27619","had a good birthday",5
"27620","had a gr time",5
"27621","had a great audition",5
"27622","had a great chat",5
"27623","had a great evening",5
"27624","had a great interview",5
"27625","had a great labor",5
"27626","had a great season",5
"27627","had a great talk",5
"27628","had a keurigvue brewer",5
"27629","had a lovely day",5
"27630","had a panic attack",5
"27631","had a picture of",5
"27632","had a problem with",5
"27633","had a really fun",5
"27634","had a really great",5
"27635","had a rough day",5
"27636","had a twitter account",5
"27637","had a weird and",5
"27638","had a wonderful lunch",5
"27639","had a wonderful mothers",5
"27640","had a wonderful thanksgiving",5
"27641","had an amazing night",5
"27642","had fun thanks for",5
"27643","had fun with the",5
"27644","had in my life",5
"27645","had me at the",5
"27646","had no idea he",5
"27647","had sex with a",5
"27648","had some and a",5
"27649","had some sort of",5
"27650","had the best weekend",5
"27651","had the biggest crush",5
"27652","had the craziest dream",5
"27653","had the same thing",5
"27654","had the urge to",5
"27655","had the worst day",5
"27656","had time to stop",5
"27657","had to be at",5
"27658","had to change my",5
"27659","had to do with",5
"27660","had to explain to",5
"27661","had to go and",5
"27662","had to go into",5
"27663","had to learn the",5
"27664","had to leave the",5
"27665","had to let you",5
"27666","had to pick one",5
"27667","had tons of fun",5
"27668","hadnt seen that yet",5
"27669","haha good luck i",5
"27670","haha how do you",5
"27671","haha i didnt know",5
"27672","haha i have to",5
"27673","haha i just saw",5
"27674","haha i knew you",5
"27675","haha i know that",5
"27676","haha i like that",5
"27677","haha i like the",5
"27678","haha i saw that",5
"27679","haha i want to",5
"27680","haha i was just",5
"27681","haha i wish i",5
"27682","haha well at least",5
"27683","haha ya im good",5
"27684","hahaha i know but",5
"27685","hahahaha i love it",5
"27686","hair and make up",5
"27687","hair back and forth",5
"27688","hair of the dog",5
"27689","hair tied chillin with",5
"27690","half empty or half",5
"27691","half it take away",5
"27692","half of the day",5
"27693","half of the season",5
"27694","half of the th",5
"27695","half off all bottles",5
"27696","hand it to the",5
"27697","hand over your heart",5
"27698","handle my worst you",5
"27699","hands down one of",5
"27700","hands in the air",5
"27701","hang out on the",5
"27702","hang out with someone",5
"27703","hang out with them",5
"27704","hang up on me",5
"27705","hang with my friends",5
"27706","hanging out with a",5
"27707","hanging out with all",5
"27708","hanging out with librarians",5
"27709","hanging up on me",5
"27710","hank aaron trail henry",5
"27711","happen frank lloyd wright",5
"27712","happen others make it",5
"27713","happen some day it",5
"27714","happen some wish it",5
"27715","happen to be a",5
"27716","happen to be in",5
"27717","happen to traditional retail",5
"27718","happened to me once",5
"27719","happened to me the",5
"27720","happens that you really",5
"27721","happens to be a",5
"27722","happiest person on earth",5
"27723","happiness but it sure",5
"27724","happiness is the key",5
"27725","happiness without action benjamin",5
"27726","happy all the time",5
"27727","happy and healthy new",5
"27728","happy belated mothers day",5
"27729","happy birthday beautiful hope",5
"27730","happy birthday hope your",5
"27731","happy birthday mom d",5
"27732","happy birthday mom i",5
"27733","happy birthday shoutout to",5
"27734","happy birthday to former",5
"27735","happy birthday to mr",5
"27736","happy birthday wishes to",5
"27737","happy birthday wishing you",5
"27738","happy dont reply when",5
"27739","happy earth day everyone",5
"27740","happy easter everyone have",5
"27741","happy easter everyone i",5
"27742","happy for you congrats",5
"27743","happy for you d",5
"27744","happy friday and happy",5
"27745","happy happy happy birthday",5
"27746","happy holidays and a",5
"27747","happy holidays from our",5
"27748","happy holidays from the",5
"27749","happy holidays to everyone",5
"27750","happy hour tonight pm",5
"27751","happy hump day to",5
"27752","happy monday hope everyone",5
"27753","happy mothers day but",5
"27754","happy mothers day have",5
"27755","happy mothers day ladies",5
"27756","happy mothers day love",5
"27757","happy mothers day she",5
"27758","happy mothers day you",5
"27759","happy national high five",5
"27760","happy new year cant",5
"27761","happy new year for",5
"27762","happy new year my",5
"27763","happy new years from",5
"27764","happy sunday to all",5
"27765","happy th birthday i",5
"27766","happy th to you",5
"27767","happy thursday to you",5
"27768","happy to be at",5
"27769","happy to be included",5
"27770","happy to have my",5
"27771","happy to help out",5
"27772","happy to help with",5
"27773","happy to not be",5
"27774","happy to report that",5
"27775","happy to see so",5
"27776","happy to talk w",5
"27777","happy valentines day my",5
"27778","happy veterans day thank",5
"27779","happy you had a",5
"27780","hard as a rock",5
"27781","hard not to be",5
"27782","hard on a new",5
"27783","hard to believe its",5
"27784","hard to believe the",5
"27785","hard to bring you",5
"27786","hard to fail but",5
"27787","hard to find someone",5
"27788","hard to get people",5
"27789","hard to keep my",5
"27790","hard to sleep when",5
"27791","hard to take a",5
"27792","hard to talk to",5
"27793","hard work and dedication",5
"27794","hard work paying off",5
"27795","hard your clothes will",5
"27796","hardest working man in",5
"27797","hardly wait to read",5
"27798","harnessing the power of",5
"27799","harold melvin the blue",5
"27800","harper just stole home",5
"27801","has a blessed day",5
"27802","has a future in",5
"27803","has a good day",5
"27804","has a good one",5
"27805","has a great night",5
"27806","has a link to",5
"27807","has a problem with",5
"27808","has a three day",5
"27809","has a tv show",5
"27810","has always been my",5
"27811","has anyone ever seen",5
"27812","has anyone ever told",5
"27813","has anyone tried the",5
"27814","has anything to say",5
"27815","has been a big",5
"27816","has been a really",5
"27817","has been able to",5
"27818","has been almost a",5
"27819","has been extended to",5
"27820","has been hacked i",5
"27821","has been in my",5
"27822","has been on repeat",5
"27823","has been out for",5
"27824","has been the longest",5
"27825","has been the reward",5
"27826","has been there for",5
"27827","has been years since",5
"27828","has changed my life",5
"27829","has died at age",5
"27830","has done more for",5
"27831","has ever happened to",5
"27832","has found someone to",5
"27833","has happened to me",5
"27834","has it been a",5
"27835","has it been since",5
"27836","has its ups and",5
"27837","has led me to",5
"27838","has left the building",5
"27839","has made all the",5
"27840","has made i will",5
"27841","has me ready to",5
"27842","has never been more",5
"27843","has not already been",5
"27844","has not been a",5
"27845","has one of those",5
"27846","has secrets to tell",5
"27847","has taken over my",5
"27848","has the arm and",5
"27849","has the guts to",5
"27850","has the nerve to",5
"27851","has the time gone",5
"27852","has to be on",5
"27853","has to be some",5
"27854","has to come from",5
"27855","has to do a",5
"27856","has to find a",5
"27857","has to get done",5
"27858","has to offer are",5
"27859","has to take the",5
"27860","hasnt even started yet",5
"27861","hat trick for the",5
"27862","hate acting like i",5
"27863","hate being sick and",5
"27864","hate cannot drive out",5
"27865","hate going to bed",5
"27866","hate ignorance i promise",5
"27867","hate me cause you",5
"27868","hate me so much",5
"27869","hate on him for",5
"27870","hate only love can",5
"27871","hate people who hate",5
"27872","hate that i love",5
"27873","hate the idea of",5
"27874","hate the new facebook",5
"27875","hate the people that",5
"27876","hate to be a",5
"27877","hate to break it",5
"27878","hate to say but",5
"27879","hate waking up early",5
"27880","hate waking up in",5
"27881","hate when i cant",5
"27882","hate when i leave",5
"27883","hate when old people",5
"27884","hate when people act",5
"27885","hate when people be",5
"27886","hate when people call",5
"27887","hate when people make",5
"27888","hate when people talk",5
"27889","hate when people use",5
"27890","hated for what you",5
"27891","haters theyre right daniel",5
"27892","haters will broadcast your",5
"27893","hath no fury like",5
"27894","hatley branch library family",5
"27895","hats off to for",5
"27896","have a back up",5
"27897","have a beer for",5
"27898","have a best friend",5
"27899","have a better day",5
"27900","have a better record",5
"27901","have a blast at",5
"27902","have a blast with",5
"27903","have a bless sunday",5
"27904","have a blessed and",5
"27905","have a blessed sunday",5
"27906","have a blessed weekend",5
"27907","have a bone to",5
"27908","have a chance check",5
"27909","have a chance with",5
"27910","have a chocolate penis",5
"27911","have a clue who",5
"27912","have a creative week",5
"27913","have a cup of",5
"27914","have a dirty mind",5
"27915","have a extra pair",5
"27916","have a fb page",5
"27917","have a feeling im",5
"27918","have a feeling my",5
"27919","have a few friends",5
"27920","have a few of",5
"27921","have a few questions",5
"27922","have a follow back",5
"27923","have a four day",5
"27924","have a friend like",5
"27925","have a fun weekend",5
"27926","have a funny story",5
"27927","have a girlfriend now",5
"27928","have a good arm",5
"27929","have a good laugh",5
"27930","have a good rest",5
"27931","have a great flight",5
"27932","have a great run",5
"27933","have a group of",5
"27934","have a guy or",5
"27935","have a happy childhood",5
"27936","have a heart and",5
"27937","have a heavy heart",5
"27938","have a house in",5
"27939","have a huge crush",5
"27940","have a huge following",5
"27941","have a job to",5
"27942","have a library card",5
"27943","have a little bit",5
"27944","have a meeting with",5
"27945","have a mom there",5
"27946","have a much better",5
"27947","have a new favorite",5
"27948","have a number of",5
"27949","have a personal twitter",5
"27950","have a place to",5
"27951","have a preference for",5
"27952","have a prob w",5
"27953","have a question to",5
"27954","have a reality show",5
"27955","have a really bad",5
"27956","have a relationship with",5
"27957","have a remote get",5
"27958","have a safe halloween",5
"27959","have a short temper",5
"27960","have a shot at",5
"27961","have a show coming",5
"27962","have a show this",5
"27963","have a show tonight",5
"27964","have a social media",5
"27965","have a suggestion for",5
"27966","have a team of",5
"27967","have a very good",5
"27968","have a ways to",5
"27969","have a webcam chat",5
"27970","have a year old",5
"27971","have a yr old",5
"27972","have access to a",5
"27973","have agreed to terms",5
"27974","have all of my",5
"27975","have all the time",5
"27976","have an amazing weekend",5
"27977","have an ap test",5
"27978","have an awesome week",5
"27979","have an impact on",5
"27980","have an office in",5
"27981","have an urge to",5
"27982","have another wins the",5
"27983","have any friends who",5
"27984","have any questions let",5
"27985","have any special plans",5
"27986","have anything you want",5
"27987","have at least a",5
"27988","have at least two",5
"27989","have bad news for",5
"27990","have been affected by",5
"27991","have been in my",5
"27992","have been my favorite",5
"27993","have been on a",5
"27994","have been taking it",5
"27995","have been the first",5
"27996","have been the same",5
"27997","have been the worst",5
"27998","have been there to",5
"27999","have been thinking about",5
"28000","have been trying for",5
"28001","have been trying since",5
"28002","have been watching the",5
"28003","have come to a",5
"28004","have ebook readers ie",5
"28005","have fond memories of",5
"28006","have forgotten that we",5
"28007","have full access to",5
"28008","have fun and good",5
"28009","have fun and take",5
"28010","have fun in la",5
"28011","have fun in my",5
"28012","have fun out there",5
"28013","have fun this weekend",5
"28014","have fun with your",5
"28015","have gone for the",5
"28016","have gone with the",5
"28017","have got to stop",5
"28018","have had a very",5
"28019","have had so much",5
"28020","have heard good things",5
"28021","have i done to",5
"28022","have in this world",5
"28023","have in your heart",5
"28024","have it all figured",5
"28025","have it on repeat",5
"28026","have it on the",5
"28027","have like the most",5
"28028","have lived here for",5
"28029","have lots of time",5
"28030","have made it to",5
"28031","have made my day",5
"28032","have me on the",5
"28033","have mixed feelings about",5
"28034","have more days of",5
"28035","have more of a",5
"28036","have my phone on",5
"28037","have never been spoken",5
"28038","have no clue how",5
"28039","have no clue i",5
"28040","have no control over",5
"28041","have no faith in",5
"28042","have no idea im",5
"28043","have no idea of",5
"28044","have no patience for",5
"28045","have not been able",5
"28046","have not been to",5
"28047","have not failed ive",5
"28048","have not heard of",5
"28049","have nothing clever to",5
"28050","have of it thomas",5
"28051","have one for you",5
"28052","have one thing to",5
"28053","have or know of",5
"28054","have planned for your",5
"28055","have seen some of",5
"28056","have so many things",5
"28057","have so much energy",5
"28058","have so much i",5
"28059","have some cool stuff",5
"28060","have some great deals",5
"28061","have some great things",5
"28062","have something on your",5
"28063","have something to add",5
"28064","have spoken to me",5
"28065","have sweet dreams and",5
"28066","have the best team",5
"28067","have the best time",5
"28068","have the best weekend",5
"28069","have the capacity to",5
"28070","have the decency to",5
"28071","have the feeling that",5
"28072","have the freedom to",5
"28073","have the greatest day",5
"28074","have the hang of",5
"28075","have the honor of",5
"28076","have the motivation to",5
"28077","have the patience to",5
"28078","have the power of",5
"28079","have the same ring",5
"28080","have the will to",5
"28081","have things to do",5
"28082","have thousands of followers",5
"28083","have time for it",5
"28084","have time to catch",5
"28085","have time to enjoy",5
"28086","have to act like",5
"28087","have to answer that",5
"28088","have to ask my",5
"28089","have to be better",5
"28090","have to be kidding",5
"28091","have to be more",5
"28092","have to be my",5
"28093","have to beat the",5
"28094","have to become your",5
"28095","have to catch a",5
"28096","have to choose a",5
"28097","have to come out",5
"28098","have to cook for",5
"28099","have to decide if",5
"28100","have to do all",5
"28101","have to do more",5
"28102","have to do one",5
"28103","have to do things",5
"28104","have to explain why",5
"28105","have to fill out",5
"28106","have to find it",5
"28107","have to find something",5
"28108","have to find time",5
"28109","have to focus on",5
"28110","have to force it",5
"28111","have to get an",5
"28112","have to get in",5
"28113","have to get them",5
"28114","have to get through",5
"28115","have to give the",5
"28116","have to go anywhere",5
"28117","have to go buy",5
"28118","have to go see",5
"28119","have to have it",5
"28120","have to have you",5
"28121","have to invest in",5
"28122","have to keep my",5
"28123","have to keep on",5
"28124","have to learn how",5
"28125","have to leave my",5
"28126","have to link up",5
"28127","have to live jim",5
"28128","have to look forward",5
"28129","have to look into",5
"28130","have to look like",5
"28131","have to make an",5
"28132","have to make them",5
"28133","have to move to",5
"28134","have to pee so",5
"28135","have to read it",5
"28136","have to remind myself",5
