"","term","Total"
"11751","audrey",42
"11752","aurora",42
"11753","balancing",42
"11754","beez",42
"11755","billionaire",42
"11756","blackmon",42
"11757","blitz",42
"11758","blurry",42
"11759","boehner",42
"11760","bono",42
"11761","booing",42
"11762","bumped",42
"11763","bums",42
"11764","byron",42
"11765","capabilities",42
"11766","ceases",42
"11767","celery",42
"11768","cfo",42
"11769","chalmers",42
"11770","cheerleader",42
"11771","chilled",42
"11772","chowder",42
"11773","cited",42
"11774","clam",42
"11775","clash",42
"11776","classmates",42
"11777","clause",42
"11778","conflicts",42
"11779","connie",42
"11780","consent",42
"11781","cultures",42
"11782","curves",42
"11783","customized",42
"11784","ð",42
"11785","defining",42
"11786","deluxe",42
"11787","desired",42
"11788","displays",42
"11789","disregard",42
"11790","dming",42
"11791","dramatically",42
"11792","drooling",42
"11793","dustin",42
"11794","equation",42
"11795","eta",42
"11796","evolving",42
"11797","expanded",42
"11798","explorer",42
"11799","followup",42
"11800","formerly",42
"11801","frontier",42
"11802","froyo",42
"11803","fruity",42
"11804","fuss",42
"11805","gadgets",42
"11806","gamer",42
"11807","gavin",42
"11808","geniuses",42
"11809","glance",42
"11810","gnarly",42
"11811","gregg",42
"11812","grrrr",42
"11813","hammered",42
"11814","heater",42
"11815","hollins",42
"11816","homey",42
"11817","hula",42
"11818","humane",42
"11819","hunny",42
"11820","hydrated",42
"11821","icons",42
"11822","identical",42
"11823","imdb",42
"11824","inclined",42
"11825","incorporate",42
"11826","inge",42
"11827","instructional",42
"11828","invitations",42
"11829","kendrick",42
"11830","kidd",42
"11831","kidnapped",42
"11832","knot",42
"11833","landmark",42
"11834","laurie",42
"11835","leisure",42
"11836","libya",42
"11837","lightly",42
"11838","logging",42
"11839","lowe",42
"11840","maid",42
"11841","mart",42
"11842","maximize",42
"11843","melbourne",42
"11844","memoir",42
"11845","menus",42
"11846","merge",42
"11847","mich",42
"11848","mingle",42
"11849","misleading",42
"11850","modified",42
"11851","monument",42
"11852","natures",42
"11853","obligation",42
"11854","octopus",42
"11855","oldschool",42
"11856","panther",42
"11857","paradigm",42
"11858","partied",42
"11859","pas",42
"11860","pecan",42
"11861","phils",42
"11862","playstation",42
"11863","plumber",42
"11864","polished",42
"11865","prefers",42
"11866","puss",42
"11867","rampage",42
"11868","reboot",42
"11869","rejects",42
"11870","reyes",42
"11871","ringer",42
"11872","roach",42
"11873","rumble",42
"11874","rumi",42
"11875","saddened",42
"11876","saloon",42
"11877","schultz",42
"11878","scrubs",42
"11879","selections",42
"11880","shoppers",42
"11881","shrink",42
"11882","simone",42
"11883","sitter",42
"11884","skeptical",42
"11885","slang",42
"11886","snowed",42
"11887","someoneiwanttomeet",42
"11888","sophisticated",42
"11889","sorting",42
"11890","sperm",42
"11891","splendid",42
"11892","staffing",42
"11893","stocked",42
"11894","tacky",42
"11895","tcu",42
"11896","techs",42
"11897","texture",42
"11898","thanked",42
"11899","thr",42
"11900","topless",42
"11901","tosh",42
"11902","tractor",42
"11903","tux",42
"11904","unconditional",42
"11905","unplugged",42
"11906","utterly",42
"11907","viable",42
"11908","victorian",42
"11909","vocalist",42
"11910","waiter",42
"11911","waterfront",42
"11912","weaknesses",42
"11913","webster",42
"11914","wha",42
"11915","wordsofadvice",42
"11916","wristbands",42
"11917","xtra",42
"11918","yung",42
"11919","aaa",0
"11920","abbott",0
"11921","aberdeen",0
"11922","abortions",0
"11923","abruptly",0
"11924","absentee",0
"11925","absorb",0
"11926","absorbed",0
"11927","abuses",0
"11928","abusing",0
"11929","abusive",0
"11930","academics",0
"11931","accelerate",0
"11932","accelerated",0
"11933","accidental",0
"11934","acclaimed",0
"11935","accommodate",0
"11936","accommodations",0
"11937","accompanied",0
"11938","accompany",0
"11939","accompanying",0
"11940","accord",0
"11941","accountant",0
"11942","accounted",0
"11943","accreditation",0
"11944","accuracy",0
"11945","accurately",0
"11946","accusations",0
"11947","accuse",0
"11948","accuses",0
"11949","accusing",0
"11950","accustomed",0
"11951","achilles",0
"11952","acidity",0
"11953","acknowledged",0
"11954","acknowledges",0
"11955","acknowledging",0
"11956","aclu",0
"11957","acquiring",0
"11958","acquisitions",0
"11959","acquitted",0
"11960","acre",0
"11961","acta",0
"11962","activated",0
"11963","activists",0
"11964","acute",0
"11965","adaptation",0
"11966","adapted",0
"11967","additionally",0
"11968","additions",0
"11969","adequate",0
"11970","adequately",0
"11971","adjacent",0
"11972","adjusted",0
"11973","adjusting",0
"11974","adjustments",0
"11975","administered",0
"11976","administrations",0
"11977","administrative",0
"11978","administrator",0
"11979","administrators",0
"11980","admired",0
"11981","admittedly",0
"11982","admitting",0
"11983","adopting",0
"11984","advances",0
"11985","advancing",0
"11986","advantages",0
"11987","adventurous",0
"11988","advertised",0
"11989","advertisers",0
"11990","advised",0
"11991","adviser",0
"11992","advisers",0
"11993","advises",0
"11994","advisors",0
"11995","advocated",0
"11996","advocating",0
"11997","aerial",0
"11998","aerospace",0
"11999","aesthetic",0
"12000","affidavit",0
"12001","affiliated",0
"12002","affiliates",0
"12003","affiliation",0
"12004","affluent",0
"12005","afghan",0
"12006","afghans",0
"12007","afloat",0
"12008","africanamerican",0
"12009","africanamericans",0
"12010","aftermath",0
"12011","afterschool",0
"12012","afterward",0
"12013","agencys",0
"12014","aggravated",0
"12015","aggressively",0
"12016","agreeing",0
"12017","agreements",0
"12018","agricultural",0
"12019","agriculture",0
"12020","ahmad",0
"12021","aide",0
"12022","aided",0
"12023","aides",0
"12024","ailing",0
"12025","aimed",0
"12026","aims",0
"12027","aircraft",0
"12028","airfare",0
"12029","airways",0
"12030","akin",0
"12031","alameda",0
"12032","alarming",0
"12033","albeit",0
"12034","alderman",0
"12035","aldermen",0
"12036","aldridge",0
"12037","alerted",0
"12038","alfred",0
"12039","allamerica",0
"12040","allamerican",0
"12041","allan",0
"12042","allaround",0
"12043","allconference",0
"12044","allegation",0
"12045","allegations",0
"12046","allege",0
"12047","alleges",0
"12048","alleging",0
"12049","allied",0
"12050","allies",0
"12051","allstate",0
"12052","alqaida",0
"12053","altercation",0
"12054","altered",0
"12055","altitude",0
"12056","altman",0
"12057","alto",0
"12058","altogether",0
"12059","alton",0
"12060","aluminum",0
"12061","alvarez",0
"12062","alzheimers",0
"12063","amazoncom",0
"12064","ambitions",0
"12065","ambrose",0
"12066","ambulance",0
"12067","amend",0
"12068","amended",0
"12069","amendments",0
"12070","amenities",0
"12071","ameren",0
"12072","amid",0
"12073","ammunition",0
"12074","amnesty",0
"12075","amounted",0
"12076","ample",0
"12077","amusement",0
"12078","analysts",0
"12079","analyzed",0
"12080","analyzing",0
"12081","anchored",0
"12082","angelo",0
"12083","angered",0
"12084","anglers",0
"12085","angles",0
"12086","anheuserbusch",0
"12087","annapolis",0
"12088","annually",0
"12089","anonymity",0
"12090","anthonys",0
"12091","antiabortion",0
"12092","antibiotics",0
"12093","anticipated",0
"12094","anticipates",0
"12095","anticipating",0
"12096","antiques",0
"12097","antitrust",0
"12098","apiece",0
"12099","apollo",0
"12100","apologized",0
"12101","appealed",0
"12102","appearances",0
"12103","appellate",0
"12104","appetizer",0
"12105","applauded",0
"12106","appliances",0
"12107","applicants",0
"12108","appoint",0
"12109","appointed",0
"12110","appointees",0
"12111","approached",0
"12112","appropriately",0
"12113","appropriations",0
"12114","approving",0
"12115","arabia",0
"12116","arbitration",0
"12117","archbishop",0
"12118","archdiocese",0
"12119","architectural",0
"12120","arctic",0
"12121","arden",0
"12122","arenas",0
"12123","argentina",0
"12124","arguably",0
"12125","argued",0
"12126","argues",0
"12127","arise",0
"12128","ariz",0
"12129","arizonas",0
"12130","ark",0
"12131","aroma",0
"12132","aromas",0
"12133","arose",0
"12134","arpaio",0
"12135","arraigned",0
"12136","arraignment",0
"12137","arranged",0
"12138","arrangement",0
"12139","arrangements",0
"12140","array",0
"12141","arrests",0
"12142","arthritis",0
"12143","artichoke",0
"12144","artifacts",0
"12145","arugula",0
"12146","arundel",0
"12147","asbury",0
"12148","ashes",0
"12149","aspen",0
"12150","asphalt",0
"12151","aspirations",0
"12152","assad",0
"12153","assassination",0
"12154","assaulted",0
"12155","assaulting",0
"12156","assaults",0
"12157","assemble",0
"12158","assembled",0
"12159","assemblyman",0
"12160","asserted",0
"12161","assertion",0
"12162","assess",0
"12163","assessed",0
"12164","assessing",0
"12165","assessments",0
"12166","assistants",0
"12167","assisted",0
"12168","assisting",0
"12169","assn",0
"12170","associations",0
"12171","assortment",0
"12172","assumes",0
"12173","assumption",0
"12174","asthma",0
"12175","asu",0
"12176","atbat",0
"12177","atbats",0
"12178","athleticism",0
"12179","atkinson",0
"12180","atlarge",0
"12181","atomic",0
"12182","atop",0
"12183","atrisk",0
"12184","attacker",0
"12185","attackers",0
"12186","attendant",0
"12187","attends",0
"12188","attracting",0
"12189","attractions",0
"12190","attracts",0
"12191","attributed",0
"12192","attributes",0
"12193","auctions",0
"12194","auditor",0
"12195","auditors",0
"12196","audits",0
"12197","augusta",0
"12198","austerity",0
"12199","authorities",0
"12200","authorized",0
"12201","automaker",0
"12202","automakers",0
"12203","automobile",0
"12204","automotive",0
"12205","autopsy",0
"12206","avalanche",0
"12207","avalon",0
"12208","avenues",0
"12209","averaged",0
"12210","averages",0
"12211","averaging",0
"12212","aviation",0
"12213","avila",0
"12214","awarding",0
"12215","awardwinning",0
"12216","babeu",0
"12217","bachelors",0
"12218","backdrop",0
"12219","backers",0
"12220","backes",0
"12221","backfield",0
"12222","backgrounds",0
"12223","backlash",0
"12224","backward",0
"12225","baffert",0
"12226","baghdad",0
"12227","bagley",0
"12228","bailout",0
"12229","bailouts",0
"12230","bain",0
"12231","balances",0
"12232","bales",0
"12233","balfour",0
"12234","ballard",0
"12235","ballots",0
"12236","baltimores",0
"12237","bamboo",0
"12238","banker",0
"12239","bankers",0
"12240","bankrupt",0
"12241","banning",0
"12242","bans",0
"12243","barbecue",0
"12244","bargaining",0
"12245","bargains",0
"12246","barge",0
"12247","barker",0
"12248","barnett",0
"12249","barred",0
"12250","barrels",0
"12251","barring",0
"12252","barron",0
"12253","bartlett",0
"12254","barton",0
"12255","baseballs",0
"12256","baseline",0
"12257","baseman",0
"12258","basin",0
"12259","bassist",0
"12260","batchelder",0
"12261","bates",0
"12262","batted",0
"12263","battered",0
"12264","batters",0
"12265","battled",0
"12266","battleground",0
"12267","batum",0
"12268","bauer",0
"12269","baxter",0
"12270","bayonne",0
"12271","bays",0
"12272","beachwood",0
"12273","beacon",0
"12274","beams",0
"12275","bearing",0
"12276","beavers",0
"12277","beaverton",0
"12278","becker",0
"12279","beckham",0
"12280","beckman",0
"12281","bedford",0
"12282","bedrooms",0
"12283","beets",0
"12284","behavioral",0
"12285","behaviors",0
"12286","belgian",0
"12287","belichick",0
"12288","belleville",0
"12289","belonged",0
"12290","belonging",0
"12291","belongings",0
"12292","beltran",0
"12293","belts",0
"12294","benches",0
"12295","benchmark",0
"12296","benchmarks",0
"12297","benedict",0
"12298","beneficiaries",0
"12299","benefited",0
"12300","benefiting",0
"12301","benton",0
"12302","berea",0
"12303","bergen",0
"12304","berkman",0
"12305","berman",0
"12306","bernanke",0
"12307","bernstein",0
"12308","berth",0
"12309","bestknown",0
"12310","bestofseven",0
"12311","bestselling",0
"12312","biblical",0
"12313","bicycles",0
"12314","bidder",0
"12315","bidders",0
"12316","bidding",0
"12317","bids",0
"12318","bigleague",0
"12319","bigtime",0
"12320","billboards",0
"12321","billed",0
"12322","binding",0
"12323","bins",0
"12324","biological",0
"12325","bipartisan",0
"12326","birdie",0
"12327","births",0
"12328","bishops",0
"12329","blackandwhite",0
"12330","blamed",0
"12331","blanc",0
"12332","bland",0
"12333","bleak",0
"12334","blender",0
"12335","blends",0
"12336","bloc",0
"12337","blockbuster",0
"12338","blocker",0
"12339","blond",0
"12340","bloomfield",0
"12341","blooms",0
"12342","bluecollar",0
"12343","blueprint",0
"12344","bluff",0
"12345","boarded",0
"12346","boardwalk",0
"12347","boast",0
"12348","boasted",0
"12349","boasts",0
"12350","boeing",0
"12351","bogey",0
"12352","boiling",0
"12353","bolster",0
"12354","bolton",0
"12355","bombing",0
"12356","bonuses",0
"12357","boomers",0
"12358","booming",0
"12359","boone",0
"12360","boosted",0
"12361","booster",0
"12362","boosting",0
"12363","borough",0
"12364","borrowers",0
"12365","borrowing",0
"12366","bostons",0
"12367","botanical",0
"12368","bounced",0
"12369","boundary",0
"12370","bounds",0
"12371","bowers",0
"12372","bowman",0
"12373","boyle",0
"12374","bradford",0
"12375","bradshaw",0
"12376","braised",0
"12377","brantley",0
"12378","breach",0
"12379","breads",0
"12380","breasts",0
"12381","breeders",0
"12382","breeding",0
"12383","brennan",0
"12384","brentwood",0
"12385","breweries",0
"12386","bribe",0
"12387","bribery",0
"12388","bribes",0
"12389","bridgeton",0
"12390","briefed",0
"12391","briefing",0
"12392","brightly",0
"12393","brink",0
"12394","britain",0
"12395","britains",0
"12396","broadband",0
"12397","broadcaster",0
"12398","broader",0
"12399","broadly",0
"12400","brodeur",0
"12401","brokerage",0
"12402","brokers",0
"12403","bronze",0
"12404","brook",0
"12405","broth",0
"12406","brotherhood",0
"12407","browne",0
"12408","browned",0
"12409","brunner",0
"12410","brunswick",0
"12411","brussels",0
"12412","brut",0
"12413","bryzgalov",0
"12414","buccaneers",0
"12415","buchanan",0
"12416","buckeye",0
"12417","buena",0
"12418","buford",0
"12419","buick",0
"12420","builders",0
"12421","builtin",0
"12422","bulb",0
"12423","bulbs",0
"12424","bulldogs",0
"12425","bunker",0
"12426","bureaucracy",0
"12427","bureaus",0
"12428","burgeoning",0
"12429","burglaries",0
"12430","burglary",0
"12431","burial",0
"12432","burlington",0
"12433","burroughs",0
"12434","busch",0
"12435","bushs",0
"12436","businessman",0
"12437","bustling",0
"12438","butcher",0
"12439","buyout",0
"12440","buzzer",0
"12441","bypass",0
"12442","byrd",0
"12443","byrne",0
"12444","cabernet",0
"12445","cabinets",0
"12446","cabins",0
"12447","cables",0
"12448","cabrera",0
"12449","cadillac",0
"12450","caesars",0
"12451","café",0
"12452","cafes",0
"12453","cairo",0
"12454","calcium",0
"12455","calculate",0
"12456","calculated",0
"12457","calculations",0
"12458","caldwell",0
"12459","calf",0
"12460","caliber",0
"12461","calif",0
"12462","californians",0
"12463","californias",0
"12464","callers",0
"12465","caltrans",0
"12466","camby",0
"12467","camino",0
"12468","campaigned",0
"12469","campaigning",0
"12470","campers",0
"12471","campuses",0
"12472","canby",0
"12473","cancellation",0
"12474","cancers",0
"12475","candidacy",0
"12476","canine",0
"12477","canton",0
"12478","capability",0
"12479","capistrano",0
"12480","capped",0
"12481","capt",0
"12482","captains",0
"12483","captures",0
"12484","capturing",0
"12485","caramelized",0
"12486","carbohydrate",0
"12487","carbohydrates",0
"12488","cardiac",0
"12489","cardiovascular",0
"12490","careerhigh",0
"12491","caregiver",0
"12492","caregivers",0
"12493","carlson",0
"12494","carmen",0
"12495","carney",0
"12496","carole",0
"12497","carolinas",0
"12498","carolyn",0
"12499","carp",0
"12500","carpenter",0
"12501","carr",0
"12502","carriers",0
"12503","carte",0
"12504","cartel",0
"12505","cartels",0
"12506","carts",0
"12507","carved",0
"12508","cascade",0
"12509","cashstrapped",0
"12510","casinos",0
"12511","casualties",0
"12512","catalyst",0
"12513","catastrophic",0
"12514","cathedral",0
"12515","catholics",0
"12516","cattle",0
"12517","caucuses",0
"12518","cautioned",0
"12519","cautious",0
"12520","cavaliers",0
"12521","cbc",0
"12522","cdc",0
"12523","ceilings",0
"12524","cellphones",0
"12525","cellular",0
"12526","cement",0
"12527","cemetery",0
"12528","centennial",0
"12529","centerpiece",0
"12530","centuries",0
"12531","ceos",0
"12532","ceremonial",0
"12533","ceremonies",0
"12534","cerf",0
"12535","certainty",0
"12536","chagrin",0
"12537","chaired",0
"12538","chairwoman",0
"12539","challenger",0
"12540","challengers",0
"12541","chamberlain",0
"12542","championed",0
"12543","chancellor",0
"12544","chanted",0
"12545","chaotic",0
"12546","chapman",0
"12547","characteristics",0
"12548","characterized",0
"12549","chardon",0
"12550","chardonnay",0
"12551","charismatic",0
"12552","charitable",0
"12553","charters",0
"12554","chatham",0
"12555","chavez",0
"12556","cheered",0
"12557","cheeses",0
"12558","chemicals",0
"12559","chemotherapy",0
"12560","cheney",0
"12561","chens",0
"12562","cherokee",0
"12563","chesapeake",0
"12564","chesterfield",0
"12565","chestnut",0
"12566","chevrolet",0
"12567","chewy",0
"12568","chicagobased",0
"12569","chiles",0
"12570","chinas",0
"12571","chinook",0
"12572","chipped",0
"12573","chivas",0
"12574","cho",0
"12575","choo",0
"12576","christies",0
"12577","chronicles",0
"12578","chrysler",0
"12579","chryslers",0
"12580","chunks",0
"12581","churchs",0
"12582","cia",0
"12583","cilantro",0
"12584","cipriano",0
"12585","citations",0
"12586","cite",0
"12587","cites",0
"12588","citigroup",0
"12589","citrus",0
"12590","citywide",0
"12591","civilian",0
"12592","civilians",0
"12593","clackamas",0
"12594","claiborne",0
"12595","clair",0
"12596","clams",0
"12597","clara",0
"12598","clarence",0
"12599","clarke",0
"12600","clashes",0
"12601","classified",0
"12602","claude",0
"12603","clearer",0
"12604","clemens",0
"12605","clemente",0
"12606","clementi",0
"12607","clemons",0
"12608","clergy",0
"12609","clerks",0
"12610","clevelands",0
"12611","cliffs",0
"12612","clifton",0
"12613","climbed",0
"12614","clinched",0
"12615","clinics",0
"12616","closure",0
"12617","closures",0
"12618","clout",0
"12619","cloves",0
"12620","clubhouse",0
"12621","clues",0
"12622","cluster",0
"12623","coached",0
"12624","coachs",0
"12625","coastal",0
"12626","coastline",0
"12627","coauthor",0
"12628","cobb",0
"12629","codey",0
"12630","coeur",0
"12631","coffers",0
"12632","col",0
"12633","coliseum",0
"12634","collapsed",0
"12635","collectively",0
"12636","collector",0
"12637","collectors",0
"12638","collects",0
"12639","colleen",0
"12640","collegiate",0
"12641","collided",0
"12642","collinsville",0
"12643","collision",0
"12644","colo",0
"12645","colombia",0
"12646","colonial",0
"12647","colony",0
"12648","colorados",0
"12649","columnist",0
"12650","columns",0
"12651","combinations",0
"12652","combines",0
"12653","combining",0
"12654","comfortably",0
"12655","commander",0
"12656","commanders",0
"12657","commanding",0
"12658","commands",0
"12659","commissioned",0
"12660","commissioners",0
"12661","commissions",0
"12662","commitments",0
"12663","committees",0
"12664","committing",0
"12665","commodities",0
"12666","commodity",0
"12667","commonly",0
"12668","communist",0
"12669","communitys",0
"12670","commuter",0
"12671","commuters",0
"12672","compact",0
"12673","comparable",0
"12674","compares",0
"12675","comparisons",0
"12676","compassionate",0
"12677","compelled",0
"12678","compensate",0
"12679","competed",0
"12680","competent",0
"12681","competitions",0
"12682","competitiveness",0
"12683","competitor",0
"12684","compiled",0
"12685","complained",0
"12686","complement",0
"12687","completing",0
"12688","complexity",0
"12689","compliance",0
"12690","complications",0
"12691","comply",0
"12692","component",0
"12693","components",0
"12694","composers",0
"12695","composite",0
"12696","composition",0
"12697","compound",0
"12698","compounds",0
"12699","compromised",0
"12700","comptroller",0
"12701","concealed",0
"12702","conceded",0
"12703","conceived",0
"12704","concentrated",0
"12705","concerto",0
"12706","concession",0
"12707","concessions",0
"12708","conclude",0
"12709","concluded",0
"12710","concludes",0
"12711","conclusions",0
"12712","concord",0
"12713","concussions",0
"12714","condemned",0
"12715","condominium",0
"12716","condos",0
"12717","conducted",0
"12718","conductor",0
"12719","confessed",0
"12720","confidential",0
"12721","confidentiality",0
"12722","confined",0
"12723","conflicting",0
"12724","confront",0
"12725","confrontation",0
"12726","confronted",0
"12727","congestion",0
"12728","congregation",0
"12729","conjunction",0
"12730","conn",0
"12731","connor",0
"12732","consequence",0
"12733","considerable",0
"12734","considerably",0
"12735","considers",0
"12736","consolation",0
"12737","consolidated",0
"12738","consolidation",0
"12739","consortium",0
"12740","constituents",0
"12741","constitutionality",0
"12742","constraints",0
"12743","construct",0
"12744","constructed",0
"12745","consulted",0
"12746","contained",0
"12747","containers",0
"12748","containing",0
"12749","contaminated",0
"12750","contamination",0
"12751","contempt",0
"12752","contend",0
"12753","contended",0
"12754","contender",0
"12755","contenders",0
"12756","contending",0
"12757","contends",0
"12758","contention",0
"12759","contentious",0
"12760","contents",0
"12761","contested",0
"12762","continent",0
"12763","contingent",0
"12764","contraception",0
"12765","contracted",0
"12766","contracting",0
"12767","contrary",0
"12768","contrast",0
"12769","contreras",0
"12770","contributed",0
"12771","contributor",0
"12772","contributors",0
"12773","conventional",0
"12774","conventions",0
"12775","convey",0
"12776","convicted",0
"12777","convictions",0
"12778","conway",0
"12779","cooperate",0
"12780","cooperating",0
"12781","cooperation",0
"12782","cooperative",0
"12783","coordinate",0
"12784","coordinated",0
"12785","coordinating",0
"12786","coordination",0
"12787","coowner",0
"12788","coral",0
"12789","cordova",0
"12790","cordray",0
"12791","cornell",0
"12792","cornerback",0
"12793","cornerstone",0
"12794","coroners",0
"12795","correctional",0
"12796","corrections",0
"12797","correspondent",0
"12798","corridor",0
"12799","corvallis",0
"12800","corzine",0
"12801","costello",0
"12802","costing",0
"12803","costly",0
"12804","cougars",0
"12805","coughlin",0
"12806","councilman",0
"12807","councilors",0
"12808","councils",0
"12809","councilwoman",0
"12810","counselor",0
"12811","counselors",0
"12812","countered",0
"12813","counterfeit",0
"12814","counterpart",0
"12815","counterparts",0
"12816","counterterrorism",0
"12817","countless",0
"12818","countrys",0
"12819","countys",0
"12820","countywide",0
"12821","coup",0
"12822","coupled",0
"12823","courthouse",0
"12824","courtroom",0
"12825","courtyard",0
"12826","cove",0
"12827","coveted",0
"12828","coyne",0
"12829","cps",0
"12830","crackdown",0
"12831","crafted",0
"12832","crafting",0
"12833","cramped",0
"12834","crane",0
"12835","cranford",0
"12836","creations",0
"12837","credentials",0
"12838","credible",0
"12839","credited",0
"12840","creditors",0
"12841","crest",0
"12842","creve",0
"12843","crises",0
"12844","criteria",0
"12845","critically",0
"12846","criticized",0
"12847","criticizing",0
"12848","crops",0
"12849","crosses",0
"12850","crossover",0
"12851","crude",0
"12852","cruelty",0
"12853","cruises",0
"12854","crumbs",0
"12855","crunchy",0
"12856","cruze",0
"12857","csu",0
"12858","cubes",0
"12859","cubic",0
"12860","cumberland",0
"12861","cummings",0
"12862","cunningham",0
"12863","cuomo",0
"12864","curator",0
"12865","cushion",0
"12866","custard",0
"12867","customs",0
"12868","cutbacks",0
"12869","cutter",0
"12870","cuyahoga",0
"12871","cycles",0
"12872","cyclists",0
"12873","czech",0
"12874","daley",0
"12875","dalton",0
"12876","daly",0
"12877","damages",0
"12878","damaging",0
"12879","damascus",0
"12880","dams",0
"12881","dangers",0
"12882","daring",0
"12883","darrell",0
"12884","dart",0
"12885","daunting",0
"12886","davidson",0
"12887","davies",0
"12888","dawson",0
"12889","daytoday",0
"12890","dazzling",0
"12891","dealership",0
"12892","dealerships",0
"12893","dealings",0
"12894","dearborn",0
"12895","debated",0
"12896","deborah",0
"12897","debra",0
"12898","debris",0
"12899","debts",0
"12900","debuted",0
"12901","deceased",0
"12902","decisionmaking",0
"12903","decisive",0
"12904","declaration",0
"12905","declaring",0
"12906","declined",0
"12907","declines",0
"12908","declining",0
"12909","decorated",0
"12910","decorations",0
"12911","decorative",0
"12912","decreased",0
"12913","deductions",0
"12914","deemed",0
"12915","defeating",0
"12916","defendant",0
"12917","defendants",0
"12918","defended",0
"12919","defender",0
"12920","defenders",0
"12921","defenseman",0
"12922","defenses",0
"12923","defensively",0
"12924","deferred",0
"12925","deficits",0
"12926","definitive",0
"12927","dei",0
"12928","dekalb",0
"12929","delaying",0
"12930","delegate",0
"12931","delegates",0
"12932","delegation",0
"12933","deliberate",0
"12934","deliberately",0
"12935","delicate",0
"12936","demaio",0
"12937","demanded",0
"12938","demeanor",0
"12939","dementia",0
"12940","demise",0
"12941","demographic",0
"12942","demolished",0
"12943","demolition",0
"12944","demonstrated",0
"12945","demonstrates",0
"12946","demonstrating",0
"12947","demonstration",0
"12948","demonstrations",0
"12949","demonstrators",0
"12950","denies",0
"12951","dense",0
"12952","density",0
"12953","denvers",0
"12954","denying",0
"12955","dep",0
"12956","departed",0
"12957","departing",0
"12958","departments",0
"12959","deployed",0
"12960","deployment",0
"12961","deportation",0
"12962","deported",0
"12963","deposits",0
"12964","deptford",0
"12965","deputies",0
"12966","deputy",0
"12967","descent",0
"12968","descriptions",0
"12969","designated",0
"12970","designation",0
"12971","desirable",0
"12972","dessex",0
"12973","destinations",0
"12974","destined",0
"12975","destructive",0
"12976","detailing",0
"12977","detained",0
"12978","detainees",0
"12979","detect",0
"12980","detected",0
"12981","detective",0
"12982","detectives",0
"12983","deter",0
"12984","determining",0
"12985","detroits",0
"12986","devastated",0
"12987","developmental",0
"12988","developments",0
"12989","develops",0
"12990","devote",0
"12991","dewine",0
"12992","dewitt",0
"12993","diagnosis",0
"12994","diamondbacks",0
"12995","diced",0
"12996","dictate",0
"12997","didnt",0
"12998","dietary",0
"12999","dill",0
"13000","dillon",0
"13001","diluted",0
"13002","dim",0
"13003","diminished",0
"13004","dimora",0
"13005","dimoras",0
"13006","diners",0
"13007","diocese",0
"13008","dioxide",0
"13009","diploma",0
"13010","diplomatic",0
"13011","diplomats",0
"13012","dipping",0
"13013","dire",0
"13014","directs",0
"13015","disadvantage",0
"13016","disagreed",0
"13017","disagreement",0
"13018","disappearance",0
"13019","disasters",0
"13020","disastrous",0
"13021","discard",0
"13022","discharge",0
"13023","discharged",0
"13024","disciplinary",0
"13025","disciplined",0
"13026","disclose",0
"13027","disclosed",0
"13028","disclosure",0
"13029","discomfort",0
"13030","discourage",0
"13031","discouraged",0
"13032","discretion",0
"13033","discrimination",0
"13034","discus",0
"13035","diseases",0
"13036","dismal",0
"13037","dismiss",0
"13038","dismissal",0
"13039","dismissed",0
"13040","disneys",0
"13041","disorderly",0
"13042","disorders",0
"13043","dispatch",0
"13044","dispatched",0
"13045","dispatcher",0
"13046","dispensaries",0
"13047","displaced",0
"13048","displayed",0
"13049","displaying",0
"13050","disposal",0
"13051","dispute",0
"13052","disputed",0
"13053","disputes",0
"13054","disrupt",0
"13055","disrupted",0
"13056","disruption",0
"13057","disruptions",0
"13058","disruptive",0
"13059","distinction",0
"13060","distinctive",0
"13061","distinguished",0
"13062","distractions",0
"13063","distress",0
"13064","distressed",0
"13065","distribute",0
"13066","distributors",0
"13067","disturbance",0
"13068","diverted",0
"13069","dividend",0
"13070","dividends",0
"13071","divisions",0
"13072","divisive",0
"13073","dixon",0
"13074","djokovic",0
"13075","doctorate",0
"13076","documented",0
"13077","dolan",0
"13078","dominance",0
"13079","dominic",0
"13080","dominican",0
"13081","donovan",0
"13082","dont",0
"13083","dooley",0
"13084","doomed",0
"13085","dorado",0
"13086","doses",0
"13087","doubledigit",0
"13088","doubleheader",0
"13089","doubling",0
"13090","doubtful",0
"13091","dover",0
"13092","downey",0
"13093","downgrade",0
"13094","downright",0
"13095","downside",0
"13096","downturn",0
"13097","downward",0
"13098","doyle",0
"13099","dragged",0
"13100","drainage",0
"13101","drastic",0
"13102","drastically",0
"13103","drawings",0
"13104","drewniak",0
"13105","drilled",0
"13106","drilling",0
"13107","drills",0
"13108","drizzle",0
"13109","drone",0
"13110","drowned",0
"13111","dubbed",0
"13112","dudley",0
"13113","dues",0
"13114","duffy",0
"13115","dugout",0
"13116","dumping",0
"13117","durable",0
"13118","duration",0
"13119","durbin",0
"13120","dwek",0
"13121","dynamics",0
"13122","dysfunctional",0
"13123","earnest",0
"13124","earns",0
"13125","earthquakes",0
"13126","earthy",0
"13127","eased",0
"13128","easing",0
"13129","eastbound",0
"13130","eateries",0
"13131","eatery",0
"13132","eaton",0
"13133","ecb",0
"13134","echoed",0
"13135","eclectic",0
"13136","economically",0
"13137","economies",0
"13138","economist",0
"13139","economists",0
