"","term","Total"
"57126","games with the",7
"57127","garlic bread and",7
"57128","gas in the",7
"57129","gateway drug to",7
"57130","gave in and",7
"57131","gave k about",7
"57132","gave me that",7
"57133","gave my mom",7
"57134","gave up the",7
"57135","gay marriage for",7
"57136","gem cannot be",7
"57137","general body meeting",7
"57138","get a box",7
"57139","get a cut",7
"57140","get a follower",7
"57141","get a girl",7
"57142","get a hello",7
"57143","get a huge",7
"57144","get a kick",7
"57145","get a lil",7
"57146","get a point",7
"57147","get a quote",7
"57148","get a refund",7
"57149","get a shirt",7
"57150","get a th",7
"57151","get an award",7
"57152","get as much",7
"57153","get behind that",7
"57154","get better man",7
"57155","get but we",7
"57156","get by the",7
"57157","get drunk on",7
"57158","get em at",7
"57159","get for the",7
"57160","get free tickets",7
"57161","get here i",7
"57162","get hit on",7
"57163","get home tonight",7
"57164","get ice cream",7
"57165","get in bed",7
"57166","get into our",7
"57167","get into some",7
"57168","get it it",7
"57169","get it when",7
"57170","get it youre",7
"57171","get kicked off",7
"57172","get me at",7
"57173","get me into",7
"57174","get me outta",7
"57175","get me that",7
"57176","get my facebook",7
"57177","get my summer",7
"57178","get myself together",7
"57179","get new glasses",7
"57180","get off early",7
"57181","get off this",7
"57182","get offended when",7
"57183","get outside and",7
"57184","get pumped for",7
"57185","get some fresh",7
"57186","get started in",7
"57187","get that first",7
"57188","get that one",7
"57189","get the free",7
"57190","get the idea",7
"57191","get the inside",7
"57192","get the invite",7
"57193","get the show",7
"57194","get the top",7
"57195","get the warm",7
"57196","get the whole",7
"57197","get them all",7
"57198","get them on",7
"57199","get there for",7
"57200","get this far",7
"57201","get this game",7
"57202","get this guy",7
"57203","get this thing",7
"57204","get this week",7
"57205","get through my",7
"57206","get to austin",7
"57207","get to drive",7
"57208","get to join",7
"57209","get to leave",7
"57210","get to one",7
"57211","get to our",7
"57212","get to relax",7
"57213","get together at",7
"57214","get too far",7
"57215","get up here",7
"57216","get where you",7
"57217","get worked up",7
"57218","get you an",7
"57219","get you killed",7
"57220","get your braces",7
"57221","get your game",7
"57222","get your mom",7
"57223","get your name",7
"57224","get your new",7
"57225","get your phone",7
"57226","get yours before",7
"57227","get yours now",7
"57228","gets in your",7
"57229","gets it done",7
"57230","gets it in",7
"57231","gets it right",7
"57232","gets so much",7
"57233","gets you to",7
"57234","gettin on my",7
"57235","getting a bmw",7
"57236","getting a ton",7
"57237","getting a twitter",7
"57238","getting ahead is",7
"57239","getting an email",7
"57240","getting higher than",7
"57241","getting my car",7
"57242","getting my hopes",7
"57243","getting old and",7
"57244","getting psyched for",7
"57245","getting so big",7
"57246","getting super excited",7
"57247","getting the best",7
"57248","getting the feeling",7
"57249","getting them to",7
"57250","getting through the",7
"57251","getting use to",7
"57252","gf and i",7
"57253","gift back to",7
"57254","gift from a",7
"57255","gift is if",7
"57256","gift of health",7
"57257","gift to myself",7
"57258","gift you can",7
"57259","gifts and talents",7
"57260","gin hall hustlers",7
"57261","girl but i",7
"57262","girl has her",7
"57263","girl hope you",7
"57264","girl i could",7
"57265","girl i wanna",7
"57266","girl me too",7
"57267","girl on my",7
"57268","girl she expected",7
"57269","girl that will",7
"57270","girl who just",7
"57271","girl you look",7
"57272","girl you need",7
"57273","girl you should",7
"57274","girls all over",7
"57275","girls are like",7
"57276","girls have a",7
"57277","girls i know",7
"57278","girls who think",7
"57279","git on down",7
"57280","give a flying",7
"57281","give a listen",7
"57282","give all your",7
"57283","give it some",7
"57284","give me everything",7
"57285","give me head",7
"57286","give me more",7
"57287","give that a",7
"57288","give up because",7
"57289","give up coffee",7
"57290","give up your",7
"57291","give us all",7
"57292","give your body",7
"57293","given me a",7
"57294","given out at",7
"57295","given the chance",7
"57296","given to us",7
"57297","given us a",7
"57298","gives me hope",7
"57299","gives them a",7
"57300","gives us the",7
"57301","giving myself a",7
"57302","giving up and",7
"57303","glad i missed",7
"57304","glad im off",7
"57305","glad that it",7
"57306","glad they are",7
"57307","glad they didnt",7
"57308","glad to make",7
"57309","glad u like",7
"57310","glad we didnt",7
"57311","glad you do",7
"57312","glad youre coming",7
"57313","glad youre okay",7
"57314","glory of god",7
"57315","glued to this",7
"57316","gm of the",7
"57317","gmail dot com",7
"57318","go above and",7
"57319","go after the",7
"57320","go and buy",7
"57321","go and check",7
"57322","go and see",7
"57323","go and then",7
"57324","go anywhere but",7
"57325","go as a",7
"57326","go at the",7
"57327","go back too",7
"57328","go before i",7
"57329","go but my",7
"57330","go buy me",7
"57331","go check them",7
"57332","go directly to",7
"57333","go do you",7
"57334","go down there",7
"57335","go enjoy the",7
"57336","go follow shes",7
"57337","go for me",7
"57338","go go gadget",7
"57339","go home already",7
"57340","go i am",7
"57341","go in for",7
"57342","go is the",7
"57343","go lay out",7
"57344","go make a",7
"57345","go my way",7
"57346","go off and",7
"57347","go on an",7
"57348","go on forever",7
"57349","go over the",7
"57350","go play in",7
"57351","go play with",7
"57352","go round love",7
"57353","go rt i",7
"57354","go see them",7
"57355","go see this",7
"57356","go there again",7
"57357","go there for",7
"57358","go there with",7
"57359","go there you",7
"57360","go this is",7
"57361","go through so",7
"57362","go through that",7
"57363","go through with",7
"57364","go to atlanta",7
"57365","go to australia",7
"57366","go to be",7
"57367","go to california",7
"57368","go to camp",7
"57369","go to cedar",7
"57370","go to chicago",7
"57371","go to disney",7
"57372","go to facebook",7
"57373","go to hospital",7
"57374","go to law",7
"57375","go to make",7
"57376","go to mexico",7
"57377","go to some",7
"57378","go to they",7
"57379","go to town",7
"57380","go to wwwwatchnhllivecom",7
"57381","go to you",7
"57382","goals and accomplishment",7
"57383","god give me",7
"57384","god i think",7
"57385","god in the",7
"57386","god is awesome",7
"57387","god is going",7
"57388","god is my",7
"57389","god is using",7
"57390","gods love is",7
"57391","goes as planned",7
"57392","goes on in",7
"57393","goes on the",7
"57394","goes straight to",7
"57395","goes the dynamite",7
"57396","goes to all",7
"57397","goes to and",7
"57398","goes well with",7
"57399","goin on a",7
"57400","goin out to",7
"57401","goin to get",7
"57402","going around that",7
"57403","going back for",7
"57404","going back home",7
"57405","going beyond them",7
"57406","going down a",7
"57407","going down for",7
"57408","going from failure",7
"57409","going home with",7
"57410","going i dont",7
"57411","going in for",7
"57412","going into my",7
"57413","going on an",7
"57414","going on outside",7
"57415","going on that",7
"57416","going on your",7
"57417","going out this",7
"57418","going over the",7
"57419","going right now",7
"57420","going shopping with",7
"57421","going the same",7
"57422","going through hell",7
"57423","going through it",7
"57424","going through withdrawal",7
"57425","going to austin",7
"57426","going to austins",7
"57427","going to bake",7
"57428","going to believe",7
"57429","going to burn",7
"57430","going to chicago",7
"57431","going to cook",7
"57432","going to cover",7
"57433","going to delete",7
"57434","going to fly",7
"57435","going to focus",7
"57436","going to force",7
"57437","going to lay",7
"57438","going to one",7
"57439","going to perform",7
"57440","going to portland",7
"57441","going to quit",7
"57442","going to regret",7
"57443","going to save",7
"57444","going to share",7
"57445","going to sing",7
"57446","going to six",7
"57447","going to stick",7
"57448","going to sxsw",7
"57449","going to teach",7
"57450","going to text",7
"57451","going to wake",7
"57452","going to waste",7
"57453","going up in",7
"57454","going up there",7
"57455","going very well",7
"57456","going well im",7
"57457","going with a",7
"57458","golden gate park",7
"57459","gon be on",7
"57460","gon learn today",7
"57461","gone get it",7
"57462","gone make it",7
"57463","gone through the",7
"57464","gone to my",7
"57465","gonna b a",7
"57466","gonna be all",7
"57467","gonna be busy",7
"57468","gonna be happy",7
"57469","gonna be here",7
"57470","gonna be hilarious",7
"57471","gonna be late",7
"57472","gonna be me",7
"57473","gonna be wild",7
"57474","gonna catch up",7
"57475","gonna check out",7
"57476","gonna ever take",7
"57477","gonna fuck with",7
"57478","gonna get all",7
"57479","gonna get in",7
"57480","gonna get your",7
"57481","gonna go ahead",7
"57482","gonna go watch",7
"57483","gonna hit the",7
"57484","gonna hit up",7
"57485","gonna kick your",7
"57486","gonna let me",7
"57487","gonna miss this",7
"57488","gonna need some",7
"57489","gonna say this",7
"57490","gonna see if",7
"57491","gonna stop til",7
"57492","gonna use this",7
"57493","gonna want me",7
"57494","good advice rt",7
"57495","good afternoon to",7
"57496","good afternoon twitter",7
"57497","good and evil",7
"57498","good as ever",7
"57499","good as mine",7
"57500","good as well",7
"57501","good ass day",7
"57502","good at math",7
"57503","good but if",7
"57504","good but we",7
"57505","good but you",7
"57506","good bye to",7
"57507","good day now",7
"57508","good day so",7
"57509","good feeling to",7
"57510","good feeling when",7
"57511","good for that",7
"57512","good friend of",7
"57513","good friend who",7
"57514","good friends in",7
"57515","good group of",7
"57516","good hope you",7
"57517","good i need",7
"57518","good i want",7
"57519","good idea but",7
"57520","good idea im",7
"57521","good ideas and",7
"57522","good im glad",7
"57523","good in this",7
"57524","good is going",7
"57525","good is that",7
"57526","good is this",7
"57527","good job rt",7
"57528","good just getting",7
"57529","good just got",7
"57530","good just trying",7
"57531","good life is",7
"57532","good lots of",7
"57533","good luck bro",7
"57534","good luck from",7
"57535","good luck guys",7
"57536","good luck let",7
"57537","good morning alex",7
"57538","good morning baby",7
"57539","good morning back",7
"57540","good morning d",7
"57541","good morning dc",7
"57542","good morning for",7
"57543","good morning getting",7
"57544","good morning gorgeous",7
"57545","good morning hows",7
"57546","good morning mentions",7
"57547","good morning texts",7
"57548","good night from",7
"57549","good night lol",7
"57550","good night when",7
"57551","good not sure",7
"57552","good on ya",7
"57553","good one see",7
"57554","good ones are",7
"57555","good out of",7
"57556","good painting to",7
"57557","good people are",7
"57558","good person and",7
"57559","good sign for",7
"57560","good stuff coming",7
"57561","good stuff is",7
"57562","good stuff on",7
"57563","good sunday morning",7
"57564","good talk with",7
"57565","good thing in",7
"57566","good thing this",7
"57567","good things happening",7
"57568","good think i",7
"57569","good this time",7
"57570","good time call",7
"57571","good time come",7
"57572","good time tonight",7
"57573","good times rt",7
"57574","good times tonight",7
"57575","good to catch",7
"57576","good to say",7
"57577","good to start",7
"57578","good to the",7
"57579","good too bad",7
"57580","good turn out",7
"57581","good weather and",7
"57582","good weekend with",7
"57583","good when my",7
"57584","good with that",7
"57585","good work on",7
"57586","good work out",7
"57587","good work you",7
"57588","good you will",7
"57589","goodness its friday",7
"57590","google wave invite",7
"57591","gorgeous please follow",7
"57592","gosh i feel",7
"57593","gosh i have",7
"57594","got a busy",7
"57595","got a cold",7
"57596","got a date",7
"57597","got a double",7
"57598","got a facebook",7
"57599","got a gig",7
"57600","got a point",7
"57601","got a ride",7
"57602","got a smart",7
"57603","got a smile",7
"57604","got a thing",7
"57605","got a tour",7
"57606","got a video",7
"57607","got a workout",7
"57608","got access to",7
"57609","got added to",7
"57610","got an interview",7
"57611","got an invite",7
"57612","got another job",7
"57613","got beat by",7
"57614","got big plans",7
"57615","got bin laden",7
"57616","got bit by",7
"57617","got cut off",7
"57618","got done playing",7
"57619","got faith in",7
"57620","got fired from",7
"57621","got followed by",7
"57622","got for christmas",7
"57623","got her own",7
"57624","got here in",7
"57625","got his first",7
"57626","got it bro",7
"57627","got it made",7
"57628","got it we",7
"57629","got mad cause",7
"57630","got more bounce",7
"57631","got more than",7
"57632","got my car",7
"57633","got my computer",7
"57634","got my flu",7
"57635","got my head",7
"57636","got my license",7
"57637","got my money",7
"57638","got no money",7
"57639","got no sleep",7
"57640","got one right",7
"57641","got rained out",7
"57642","got ran over",7
"57643","got shot in",7
"57644","got some extra",7
"57645","got some nice",7
"57646","got some serious",7
"57647","got somethin to",7
"57648","got that shit",7
"57649","got the game",7
"57650","got the money",7
"57651","got to call",7
"57652","got what i",7
"57653","got work in",7
"57654","got you down",7
"57655","got you i",7
"57656","got your tweet",7
"57657","gotta come out",7
"57658","gotta come up",7
"57659","gotta do better",7
"57660","gotta do my",7
"57661","gotta do the",7
"57662","gotta find a",7
"57663","gotta finish this",7
"57664","gotta go for",7
"57665","gotta keep that",7
"57666","gotta keep up",7
"57667","gotta lie to",7
"57668","gotta love when",7
"57669","gotta make a",7
"57670","gotta make some",7
"57671","gotta put in",7
"57672","gotta root for",7
"57673","gotta start somewhere",7
"57674","gotta tell you",7
"57675","gotta wait for",7
"57676","gotta wait till",7
"57677","grab your tickets",7
"57678","grade i was",7
"57679","grannies on safari",7
"57680","great advice rt",7
"57681","great american songbook",7
"57682","great article i",7
"57683","great article thank",7
"57684","great blog post",7
"57685","great but it",7
"57686","great day happy",7
"57687","great day my",7
"57688","great day rt",7
"57689","great day you",7
"57690","great dinner last",7
"57691","great drink specials",7
"57692","great effort by",7
"57693","great end to",7
"57694","great episode of",7
"57695","great event at",7
"57696","great event tonight",7
"57697","great except for",7
"57698","great experience with",7
"57699","great fit for",7
"57700","great for your",7
"57701","great glad you",7
"57702","great hanging with",7
"57703","great i got",7
"57704","great if not",7
"57705","great interview w",7
"57706","great job team",7
"57707","great job w",7
"57708","great man is",7
"57709","great music great",7
"57710","great on my",7
"57711","great people for",7
"57712","great people to",7
"57713","great presentation at",7
"57714","great presentation on",7
"57715","great presentation today",7
"57716","great seeing everyone",7
"57717","great source of",7
"57718","great speaking with",7
"57719","great talking with",7
"57720","great time hanging",7
"57721","great time meeting",7
"57722","great time we",7
"57723","great tips on",7
"57724","great trip to",7
"57725","great tweets from",7
"57726","great way for",7
"57727","great weather and",7
"57728","great week ahead",7
"57729","great weekend hope",7
"57730","great weekend now",7
"57731","great weekend thanks",7
"57732","great working with",7
"57733","great workshop with",7
"57734","greatest glory is",7
"57735","greatest love of",7
"57736","green chile cheese",7
"57737","green tea and",7
"57738","green valley lib",7
"57739","grilled cheese sandwiches",7
"57740","group and we",7
"57741","group at the",7
"57742","group of folks",7
"57743","group of guys",7
"57744","group reformer and",7
"57745","grow a pair",7
"57746","grow in the",7
"57747","grow on trees",7
"57748","grown ass men",7
"57749","guess i got",7
"57750","guess i thought",7
"57751","guess ill see",7
"57752","guess ill try",7
"57753","guess it really",7
"57754","guess it will",7
"57755","guess what is",7
"57756","guess what the",7
"57757","guess what were",7
"57758","guess what youre",7
"57759","guess who gets",7
"57760","guest on mediachat",7
"57761","guest post on",7
"57762","guy and i",7
"57763","guy at work",7
"57764","guy sitting next",7
"57765","guy that has",7
"57766","guy who thinks",7
"57767","guy who will",7
"57768","guys are always",7
"57769","guys are cute",7
"57770","guys are funny",7
"57771","guys are getting",7
"57772","guys are good",7
"57773","guys are still",7
"57774","guys can you",7
"57775","guys get to",7
"57776","guys guys guys",7
"57777","guys hope to",7
"57778","guys i am",7
"57779","guys i havent",7
"57780","guys i hope",7
"57781","guys i love",7
"57782","guys i really",7
"57783","guys i want",7
"57784","guys i was",7
"57785","guys last night",7
"57786","guys like you",7
"57787","guys made my",7
"57788","guys must be",7
"57789","guys right now",7
"57790","guys think is",7
"57791","ha but i",7
"57792","ha good point",7
"57793","ha ha thanks",7
"57794","ha i actually",7
"57795","ha i guess",7
"57796","ha i will",7
"57797","ha i would",7
"57798","ha thank you",7
"57799","ha well im",7
"57800","habitat for humanity",7
"57801","had a client",7
"57802","had a day",7
"57803","had a deep",7
"57804","had a fab",7
"57805","had a life",7
"57806","had a single",7
"57807","had a whole",7
"57808","had an opportunity",7
"57809","had as many",7
"57810","had at least",7
"57811","had for a",7
"57812","had forgotten how",7
"57813","had fun i",7
"57814","had fun this",7
"57815","had high hopes",7
"57816","had i known",7
"57817","had it last",7
"57818","had me a",7
"57819","had me some",7
"57820","had more fun",7
"57821","had no problem",7
"57822","had some fun",7
"57823","had the craziest",7
"57824","had the greatest",7
"57825","had the money",7
"57826","had the wrong",7
"57827","had this much",7
"57828","had to kill",7
"57829","had to pull",7
"57830","had to rt",7
"57831","had to see",7
"57832","had to stay",7
"57833","had wanted to",7
"57834","had wish i",7
"57835","hadnt thought about",7
"57836","haha and im",7
"57837","haha and the",7
"57838","haha for sure",7
"57839","haha good one",7
"57840","haha gotta love",7
"57841","haha hell yeah",7
"57842","haha howve you",7
"57843","haha i hear",7
"57844","haha i look",7
"57845","haha i still",7
"57846","haha i wouldnt",7
"57847","haha im going",7
"57848","haha im happy",7
"57849","haha it does",7
"57850","haha ive been",7
"57851","haha love that",7
"57852","haha me either",7
"57853","haha no but",7
"57854","haha oh i",7
"57855","haha oh my",7
"57856","haha ok ill",7
"57857","haha omg i",7
"57858","haha rt i",7
"57859","haha rt if",7
"57860","haha same here",7
"57861","haha thats cool",7
"57862","haha we have",7
"57863","haha yeah he",7
"57864","haha yeah we",7
"57865","hahah i love",7
"57866","hahaha im going",7
"57867","hahaha im sure",7
"57868","hahaha thats funny",7
"57869","hahaha thats what",7
"57870","hahaha you know",7
"57871","hair but i",7
"57872","hair done tomorrow",7
"57873","hair has been",7
"57874","hair i love",7
"57875","hair to a",7
"57876","half and half",7
"57877","half hour to",7
"57878","half off all",7
"57879","half the people",7
"57880","halloween this year",7
"57881","hand on your",7
"57882","handed to them",7
"57883","handing out free",7
"57884","handle all of",7
"57885","handle the truth",7
"57886","handling of the",7
"57887","hands and knees",7
"57888","hands down one",7
"57889","hands on a",7
"57890","hands on my",7
"57891","hanging on the",7
"57892","hannah montana the",7
"57893","happen if we",7
"57894","happen one day",7
"57895","happend to me",7
"57896","happened in my",7
"57897","happened to a",7
"57898","happened to it",7
"57899","happening now at",7
"57900","happening this week",7
"57901","happening to you",7
"57902","happiness and success",7
"57903","happiness but it",7
"57904","happiness but there",7
"57905","happiness depends on",7
"57906","happiness without action",7
"57907","happy administrative professionals",7
"57908","happy bday my",7
"57909","happy birthday best",7
"57910","happy birthday bob",7
"57911","happy birthday cant",7
"57912","happy birthday for",7
"57913","happy birthday john",7
"57914","happy birthday old",7
"57915","happy birthday rt",7
"57916","happy birthday thank",7
"57917","happy columbus day",7
"57918","happy early mothers",7
"57919","happy easter everybody",7
"57920","happy ff and",7
"57921","happy for everyone",7
"57922","happy for my",7
"57923","happy friday enjoy",7
"57924","happy friday everybody",7
"57925","happy friday friends",7
"57926","happy friday rt",7
"57927","happy halloween everyone",7
"57928","happy hanukkah to",7
"57929","happy life is",7
"57930","happy monday i",7
"57931","happy monday tweeps",7
"57932","happy now i",7
"57933","happy sunday funday",7
"57934","happy sunday to",7
"57935","happy th bday",7
"57936","happy thanksgiving all",7
"57937","happy that im",7
"57938","happy that my",7
"57939","happy this is",7
"57940","happy to go",7
"57941","happy to join",7
"57942","happy to keep",7
"57943","happy to learn",7
"57944","happy to read",7
"57945","happy when you",7
"57946","happy winter solstice",7
"57947","happy with how",7
"57948","happy with that",7
"57949","happy with you",7
"57950","hard as fuck",7
"57951","hard enough to",7
"57952","hard i was",7
"57953","hard on this",7
"57954","hard or hardly",7
"57955","hard rock hotel",7
"57956","hard to decide",7
"57957","hard to fail",7
"57958","hard to follow",7
"57959","hard to hear",7
"57960","hard to know",7
"57961","hard to tweet",7
"57962","hard to use",7
"57963","hard when i",7
"57964","hard work that",7
"57965","harder than it",7
"57966","harder to keep",7
"57967","harry is in",7
"57968","harry potter in",7
"57969","harry s truman",7
"57970","hart of dixie",7
"57971","has a baby",7
"57972","has a bigger",7
"57973","has a fun",7
"57974","has a girl",7
"57975","has a large",7
"57976","has a tumblr",7
"57977","has a whole",7
"57978","has access to",7
"57979","has an iphone",7
"57980","has anyone heard",7
"57981","has anyone out",7
"57982","has as many",7
"57983","has been accepted",7
"57984","has been almost",7
"57985","has been approved",7
"57986","has been awarded",7
"57987","has been charged",7
"57988","has been compromised",7
"57989","has been crazy",7
"57990","has been extended",7
"57991","has been given",7
"57992","has been like",7
"57993","has been passed",7
"57994","has been set",7
"57995","has been shown",7
"57996","has been through",7
"57997","has changed and",7
"57998","has changed in",7
"57999","has changed my",7
"58000","has changed so",7
"58001","has come a",7
"58002","has come back",7
"58003","has come for",7
"58004","has done more",7
"58005","has enjoyed its",7
"58006","has finally arrived",7
"58007","has flown by",7
"58008","has followed me",7
"58009","has found better",7
"58010","has found the",7
"58011","has gone the",7
"58012","has gone up",7
"58013","has got a",7
"58014","has got the",7
"58015","has increased by",7
"58016","has led me",7
"58017","has my heart",7
"58018","has no choice",7
"58019","has no one",7
"58020","has put up",7
"58021","has the better",7
"58022","has the coolest",7
"58023","has the largest",7
"58024","has torn acl",7
"58025","has you covered",7
"58026","hasnt been the",7
"58027","hate how you",7
"58028","hate me either",7
"58029","hate me or",7
"58030","hate school i",7
"58031","hate the rain",7
"58032","hate the same",7
"58033","hate the world",7
"58034","hate this school",7
"58035","hate when it",7
"58036","hate when its",7
"58037","hate you both",7
"58038","hates me and",7
"58039","hating on my",7
"58040","hatley branch library",7
"58041","have a back",7
"58042","have a bf",7
"58043","have a billion",7
"58044","have a black",7
"58045","have a chocolate",7
"58046","have a cocktail",7
"58047","have a damn",7
"58048","have a decent",7
"58049","have a direct",7
"58050","have a disease",7
"58051","have a fake",7
"58052","have a fav",7
"58053","have a fever",7
"58054","have a fucking",7
"58055","have a green",7
"58056","have a group",7
"58057","have a high",7
"58058","have a limited",7
"58059","have a man",7
"58060","have a monopoly",7
"58061","have a need",7
"58062","have a no",7
"58063","have a page",7
"58064","have a paper",7
"58065","have a photo",7
"58066","have a player",7
"58067","have a pm",7
"58068","have a record",7
"58069","have a session",7
"58070","have a shirt",7
"58071","have a shit",7
"58072","have a simple",7
"58073","have a skype",7
"58074","have a smile",7
"58075","have a soul",7
"58076","have a th",7
"58077","have a theory",7
"58078","have a typo",7
"58079","have a webcam",7
"58080","have a winning",7
"58081","have about hours",7
"58082","have absolutely nothing",7
"58083","have agreed on",7
"58084","have all that",7
"58085","have all this",7
"58086","have almost millionfollowers",7
"58087","have always loved",7
"58088","have an a",7
"58089","have an addiction",7
"58090","have an ap",7
"58091","have an interview",7
"58092","have an opening",7
"58093","have an update",7
"58094","have any advice",7
"58095","have any info",7
"58096","have any new",7
"58097","have any pictures",7
"58098","have any problems",7
"58099","have any real",7
"58100","have any work",7
"58101","have anything better",7
"58102","have been as",7
"58103","have been cool",7
"58104","have been done",7
"58105","have been drinking",7
"58106","have been fun",7
"58107","have been hanging",7
"58108","have been having",7
"58109","have been horrible",7
"58110","have been i",7
"58111","have been inspired",7
"58112","have been much",7
"58113","have been named",7
"58114","have been ok",7
"58115","have been or",7
"58116","have been out",7
"58117","have been over",7
"58118","have been reading",7
"58119","have been sitting",7
"58120","have been some",7
"58121","have been warned",7
"58122","have been well",7
"58123","have been wondering",7
"58124","have been worse",7
"58125","have big plans",7
"58126","have broken the",7
"58127","have changed my",7
"58128","have changed the",7
"58129","have chosen to",7
"58130","have days of",7
"58131","have died in",7
"58132","have done and",7
"58133","have done but",7
"58134","have enough on",7
"58135","have everything in",7
"58136","have experience with",7
"58137","have few true",7
"58138","have followers thanks",7
"58139","have forgotten how",7
"58140","have friends that",7
"58141","have fun but",7
"58142","have fun without",7
"58143","have fun you",7
"58144","have given me",7
"58145","have gotten it",7
"58146","have gotten the",7
"58147","have had many",7
"58148","have high expectations",7
"58149","have i become",7
"58150","have i never",7
"58151","have ice cream",7
"58152","have in our",7
"58153","have issues with",7
"58154","have it and",7
"58155","have it wrong",7
"58156","have left is",7
"58157","have left to",7
"58158","have like the",7
"58159","have loads of",7
"58160","have lost all",7
"58161","have love for",7
"58162","have many friends",7
"58163","have many more",7
"58164","have mastered the",7
"58165","have met him",7
"58166","have mixed feelings",7
"58167","have much in",7
"58168","have my old",7
"58169","have never gone",7
"58170","have no problems",7
"58171","have not even",7
"58172","have not read",7
"58173","have one i",7
"58174","have one that",7
"58175","have people who",7
"58176","have picked a",7
"58177","have pics of",7
"58178","have problems with",7
"58179","have quite the",7
"58180","have read the",7
"58181","have said im",7
"58182","have sent it",7
"58183","have shown that",7
"58184","have sold out",7
"58185","have some for",7
"58186","have some in",7
"58187","have some more",7
"58188","have some other",7
"58189","have some problems",7
"58190","have some respect",7
"58191","have soo much",7
"58192","have spent the",7
"58193","have started to",7
"58194","have stuff to",7
"58195","have suggestions for",7
"58196","have taken over",7
"58197","have that i",7
"58198","have the book",7
"58199","have the funniest",7
"58200","have the good",7
"58201","have the heart",7
"58202","have the highest",7
"58203","have the ipad",7
"58204","have the link",7
"58205","have the skills",7
"58206","have the will",7
"58207","have the winning",7
"58208","have the word",7
"58209","have the world",7
"58210","have them for",7
"58211","have things to",7
"58212","have thought about",7
"58213","have time hope",7
"58214","have time in",7
"58215","have tix to",7
"58216","have to act",7
"58217","have to answer",7
"58218","have to die",7
"58219","have to drink",7
"58220","have to endure",7
"58221","have to grow",7
"58222","have to hurt",7
"58223","have to join",7
"58224","have to justify",7
"58225","have to rely",7
"58226","have to repeat",7
"58227","have to swing",7
"58228","have to throw",7
"58229","have to type",7
"58230","have two twitter",7
"58231","have u gone",7
"58232","have watched it",7
"58233","have we not",7
"58234","have what i",7
"58235","have when you",7
"58236","have while you",7
"58237","have words for",7
"58238","have you aboard",7
"58239","have you finished",7
"58240","have you know",7
"58241","have you learned",7
"58242","have you played",7
"58243","have you purchased",7
"58244","have you rt",7
"58245","have you stay",7
"58246","have you stopped",7
"58247","have your hair",7
"58248","have your heart",7
"58249","have your tickets",7
"58250","have your way",7
"58251","havent ate all",7
"58252","havent but i",7
"58253","havent done a",7
"58254","havent done it",7
"58255","havent even gotten",7
"58256","havent felt like",7
"58257","havent forgotten about",7
"58258","havent found the",7
"58259","havent heard it",7
"58260","havent laughed this",7
"58261","havent met you",7
"58262","havent read it",7
"58263","havent really been",7
"58264","havent seen one",7
"58265","havent spoken to",7
"58266","havent started yet",7
"58267","havent tweeted much",7
"58268","having a cold",7
"58269","having a convo",7
"58270","having a day",7
"58271","having a goal",7
"58272","having a human",7
"58273","having a phone",7
"58274","having a problem",7
"58275","having a strong",7
"58276","having a very",7
"58277","having his own",7
"58278","having me speak",7
"58279","having my back",7
"58280","having my first",7
"58281","having quite the",7
"58282","having to get",7
"58283","having to make",7
"58284","having to say",7
"58285","having to use",7
"58286","having to wake",7
"58287","having to worry",7
"58288","having you back",7
"58289","having you guys",7
"58290","he called her",7
"58291","he can hit",7
"58292","he can win",7
"58293","he cant do",7
"58294","he could just",7
"58295","he could play",7
"58296","he did and",7
"58297","he did he",7
"58298","he did his",7
"58299","he didnt know",7
"58300","he didnt like",7
"58301","he didnt look",7
"58302","he do with",7
"58303","he does for",7
"58304","he does that",7
"58305","he doesnt seem",7
"58306","he doesnt think",7
"58307","he dont even",7
"58308","he feels better",7
"58309","he gets off",7
"58310","he gives you",7
"58311","he go to",7
"58312","he got signed",7
"58313","he got some",7
"58314","he had it",7
"58315","he has two",7
"58316","he hates me",7
"58317","he hits the",7
"58318","he is better",7
"58319","he is gonna",7
"58320","he is great",7
"58321","he is making",7
"58322","he is pretty",7
"58323","he is single",7
"58324","he is strong",7
"58325","he is super",7
"58326","he is talking",7
"58327","he is your",7
"58328","he isnt going",7
"58329","he just doesnt",7
"58330","he killed it",7
"58331","he let me",7
"58332","he likes your",7
"58333","he looks good",7
"58334","he loves to",7
"58335","he might just",7
"58336","he misses you",7
"58337","he plays for",7
"58338","he really say",7
"58339","he refuses to",7
"58340","he said they",7
"58341","he said to",7
"58342","he said we",7
"58343","he say he",7
"58344","he say i",7
"58345","he says i",7
"58346","he sees the",7
"58347","he sent me",7
"58348","he should go",7
"58349","he should know",7
"58350","he the one",7
"58351","he thinks the",7
"58352","he took it",7
"58353","he tweeted me",7
"58354","he wants it",7
"58355","he was awful",7
"58356","he was good",7
"58357","he was out",7
"58358","he was right",7
"58359","he was trying",7
"58360","he will drag",7
"58361","he will give",7
"58362","he will go",7
"58363","head and a",7
"58364","head and not",7
"58365","head and the",7
"58366","head coaching job",7
"58367","head for days",7
"58368","head in a",7
"58369","head into the",7
"58370","head is going",7
"58371","head is in",7
"58372","head is killing",7
"58373","head is spinning",7
"58374","head may not",7
"58375","head off and",7
"58376","head on a",7
"58377","head over heels",7
"58378","head over there",7
"58379","head that i",7
"58380","head to head",7
